machine_speed,stock_flow,filler_flow,steam_pressure,moisture,ash,caliper,predicted_basis_weight,predicted_deviation_pct,off_spec,change_penalty
822.396,62.045,16.943,5.1,5.949,7.588,92.544,91.38538,8.614616394042969,1,6.999999999999998
822.396,64.045,16.943,4.5,5.949,7.588,92.544,91.82308,8.176918029785156,1,5.999999999999998
822.396,64.045,16.943,4.6,5.949,7.588,92.544,91.80477,8.195228576660156,1,5.000000000000002
822.396,64.045,16.943,4.7,5.949,7.588,92.544,91.3217,8.678298950195312,1,3.9999999999999964
822.396,64.045,16.943,4.8,5.949,7.588,92.544,91.1075,8.892501831054688,1,3.0
822.396,64.045,16.943,4.9,5.949,7.588,92.544,91.26917,8.730827331542969,1,4.000000000000005
822.396,64.045,16.943,5.0,5.949,7.588,92.544,91.253136,8.746864318847656,1,5.000000000000002
822.396,64.045,16.943,5.1,5.949,7.588,92.544,91.372345,8.627655029296875,1,5.999999999999998
822.396,66.045,16.943,4.5,5.949,7.588,92.544,91.80494,8.195060729980469,1,4.999999999999998
822.396,66.045,16.943,4.6,5.949,7.588,92.544,91.78661,8.213386535644531,1,4.000000000000002
822.396,66.045,16.943,4.7,5.949,7.588,92.544,91.30355,8.696449279785156,1,2.9999999999999964
822.396,66.045,16.943,4.8,5.949,7.588,92.544,91.08861,8.911392211914062,1,2.0
822.396,66.045,16.943,4.9,5.949,7.588,92.544,91.24496,8.755043029785156,1,3.0000000000000053
822.396,66.045,16.943,5.0,5.949,7.588,92.544,91.23277,8.767227172851562,1,4.000000000000002
822.396,66.045,16.943,5.1,5.949,7.588,92.544,91.35198,8.648017883300781,1,4.999999999999998
822.396,68.045,16.943,4.5,5.949,7.588,92.544,91.47096,8.529037475585938,1,3.9999999999999982
822.396,68.045,16.943,4.6,5.949,7.588,92.544,91.45264,8.54736328125,1,3.0000000000000018
822.396,68.045,16.943,4.7,5.949,7.588,92.544,91.11822,8.881782531738281,1,1.9999999999999964
822.396,68.045,16.943,4.8,5.949,7.588,92.544,90.93126,9.068740844726562,1,1.0
822.396,68.045,16.943,4.9,5.949,7.588,92.544,91.112465,8.887535095214844,1,2.0000000000000053
822.396,68.045,16.943,5.0,5.949,7.588,92.544,91.10028,8.89971923828125,1,3.0000000000000018
822.396,68.045,16.943,5.1,5.949,7.588,92.544,91.22094,8.779060363769531,1,3.9999999999999982
822.396,70.045,16.943,4.5,5.949,7.588,92.544,90.87351,9.126487731933594,1,4.999999999999998
822.396,70.045,16.943,4.6,5.949,7.588,92.544,90.8552,9.144798278808594,1,4.000000000000002
822.396,70.045,16.943,4.7,5.949,7.588,92.544,90.60951,9.390487670898438,1,2.9999999999999964
822.396,70.045,16.943,4.8,5.949,7.588,92.544,90.45647,9.543533325195312,1,2.0
822.396,70.045,16.943,4.9,5.949,7.588,92.544,90.622025,9.377975463867188,1,3.0000000000000053
822.396,70.045,16.943,5.0,5.949,7.588,92.544,90.62143,9.378570556640625,1,4.000000000000002
822.396,70.045,16.943,5.1,5.949,7.588,92.544,90.73699,9.263008117675781,1,4.999999999999998
822.396,72.045,16.943,4.5,5.949,7.588,92.544,90.92455,9.075447082519531,1,5.999999999999998
822.396,72.045,16.943,4.6,5.949,7.588,92.544,90.90624,9.093757629394531,1,5.000000000000002
822.396,72.045,16.943,4.7,5.949,7.588,92.544,90.64774,9.352256774902344,1,3.9999999999999964
822.396,72.045,16.943,4.8,5.949,7.588,92.544,90.50642,9.493583679199219,1,3.0
822.396,72.045,16.943,4.9,5.949,7.588,92.544,90.671974,9.328025817871094,1,4.000000000000005
822.396,72.045,16.943,5.0,5.949,7.588,92.544,90.676956,9.323043823242188,1,5.000000000000002
822.396,72.045,16.943,5.1,5.949,7.588,92.544,90.79964,9.200363159179688,1,5.999999999999998
822.396,74.045,16.943,4.5,5.949,7.588,92.544,90.92875,9.071250915527344,1,6.999999999999998
822.396,74.045,16.943,4.6,5.949,7.588,92.544,90.91044,9.089561462402344,1,6.000000000000002
822.396,74.045,16.943,4.7,5.949,7.588,92.544,90.65194,9.348060607910156,1,4.9999999999999964
822.396,74.045,16.943,4.8,5.949,7.588,92.544,90.49889,9.501106262207031,1,4.0
822.396,74.045,16.943,4.9,5.949,7.588,92.544,90.64393,9.356071472167969,1,5.000000000000005
822.396,74.045,16.943,5.0,5.949,7.588,92.544,90.64891,9.351089477539062,1,6.000000000000002
822.396,74.045,16.943,5.1,5.949,7.588,92.544,90.77532,9.224678039550781,1,6.999999999999998
832.396,62.045,16.943,4.5,5.949,7.588,92.544,91.80833,8.191673278808594,1,5.999999999999998
832.396,62.045,16.943,4.6,5.949,7.588,92.544,91.79001,8.209991455078125,1,5.000000000000002
832.396,62.045,16.943,4.7,5.949,7.588,92.544,91.30033,8.699668884277344,1,3.9999999999999964
832.396,62.045,16.943,4.8,5.949,7.588,92.544,91.137726,8.862274169921875,1,3.0
832.396,62.045,16.943,4.9,5.949,7.588,92.544,91.3303,8.669700622558594,1,4.000000000000005
832.396,62.045,16.943,5.0,5.949,7.588,92.544,91.29712,8.702880859375,1,5.000000000000002
832.396,62.045,16.943,5.1,5.949,7.588,92.544,91.38399,8.616012573242188,1,5.999999999999998
832.396,64.045,16.943,4.5,5.949,7.588,92.544,91.793846,8.206153869628906,1,4.999999999999998
832.396,64.045,16.943,4.6,5.949,7.588,92.544,91.77553,8.224472045898438,1,4.000000000000002
832.396,64.045,16.943,4.7,5.949,7.588,92.544,91.28585,8.714149475097656,1,2.9999999999999964
832.396,64.045,16.943,4.8,5.949,7.588,92.544,91.123245,8.876754760742188,1,2.0
832.396,64.045,16.943,4.9,5.949,7.588,92.544,91.31726,8.6827392578125,1,3.0000000000000053
